timestamp,asset_id,vibration_rms,temperature_c,load_percent,failure_phase,failure_start_hour
2026-01-01 00:00:00,pump-001,3.0982106503516875,44.88064734335494,73.94325224616901,0,48
2026-01-01 00:00:59,pump-001,3.0316274955357305,45.304134318561104,73.91010336555979,0,48
2026-01-01 00:02:00,pump-001,3.3875587603882735,46.18024941252242,73.6514530112113,0,48
2026-01-01 00:03:03,pump-001,3.0951095929415775,44.98155882022902,77.17060538045708,0,48
2026-01-01 00:03:53,pump-001,2.792654549659449,44.92337178017319,73.50147208087428,0,48
2026-01-01 00:04:52,pump-001,3.129650760515882,44.546983655198595,75.2541601674943,0,48
2026-01-01 00:06:06,pump-001,3.1800291106508674,44.52583649811557,75.89760505028683,0,48
2026-01-01 00:07:04,pump-001,3.0263915335741554,44.349268467378074,75.29766058476126,0,48
2026-01-01 00:08:01,pump-001,3.0813274604237404,44.774918223169706,74.72509442174571,0,48
2026-01-01 00:08:58,pump-001,3.084553217058942,45.37457183029392,76.76513856283003,0,48
2026-01-01 00:10:04,pump-001,2.990933113409793,44.76821072286656,74.15713169826141,0,48
2026-01-01 00:11:06,pump-001,3.122560519659693,43.9529430034535,74.11914773678251,0,48
2026-01-01 00:11:53,pump-001,3.265957037704034,44.460958965190514,75.15817567372336,0,48
2026-01-01 00:12:56,pump-001,2.8815887335137647,45.21053870256784,74.99784753189928,0,48
2026-01-01 00:13:59,pump-001,2.893560472950734,45.60836467426614,76.0927518283809,0,48
2026-01-01 00:14:56,pump-001,2.660945760222876,44.589271491128464,74.48110892944963,0,48
2026-01-01 00:16:08,pump-001,3.1276865746249833,45.34679343696015,76.42554415522676,0,48
2026-01-01 00:16:57,pump-001,2.881269977507305,45.08050776581112,74.07079026710362,0,48
2026-01-01 00:18:07,pump-001,3.344081627053029,45.16075629715093,75.62362586888851,0,48
2026-01-01 00:19:08,pump-001,2.743261045882285,44.98427804059014,75.93987661064034,0,48
2026-01-01 00:20:02,pump-001,3.2281987986158827,45.56782398889541,73.72381512837612,0,48
2026-01-01 00:20:54,pump-001,2.437838210162839,45.95330713382588,76.44283275736993,0,48
2026-01-01 00:21:58,pump-001,3.0344954163465907,44.68825606625078,78.80767484331749,0,48
2026-01-01 00:23:03,pump-001,2.7791657637593676,45.12042593117739,73.81785698711884,0,48
2026-01-01 00:23:54,pump-001,3.1766484708548037,45.901027306766075,77.92134143131183,0,48
2026-01-01 00:25:05,pump-001,2.7896883945426603,44.79792935366264,75.9361330342404,0,48
2026-01-01 00:26:05,pump-001,3.1475174091919196,44.854691207263954,79.17846986501166,0,48
2026-01-01 00:27:04,pump-001,3.012910209564784,45.84061436832404,72.8923778550882,0,48
2026-01-01 00:28:06,pump-001,3.030144862335452,45.101767830186496,75.4011446031395,0,48
2026-01-01 00:29:06,pump-001,3.068259537753788,43.98410056627453,71.27389073809482,0,48
2026-01-01 00:29:56,pump-001,2.919869896397943,44.78068876036137,76.66876242963924,0,48
2026-01-01 00:30:57,pump-001,2.919869896397943,44.78068876036137,76.66876242963924,0,48
2026-01-01 00:31:59,pump-001,2.788132111420647,44.59653723463693,74.34696992362566,0,48
2026-01-01 00:33:01,pump-001,2.821437895086202,44.837792879974096,73.60549342520645,0,48
2026-01-01 00:34:06,pump-001,2.589195112285843,45.447945354062284,78.57315674279732,0,48
2026-01-01 00:34:53,pump-001,2.4747406456901873,45.13305301557876,72.58275762486048,0,48
2026-01-01 00:35:59,pump-001,3.139338166288413,45.705802841893,75.18660590776412,0,48
2026-01-01 00:36:52,pump-001,3.3130869265891407,44.59768500885678,76.02943554197002,0,48
2026-01-01 00:37:57,pump-001,3.078228177890899,44.842877764074316,76.62348323650389,0,48
2026-01-01 00:38:58,pump-001,3.348850108411547,45.111071149482555,75.60771684622085,0,48
2026-01-01 00:39:54,pump-001,2.5259864097212046,45.5952181846055,78.81218488295903,0,48
